"Study.ID","Cross.ID","File","Source","Study.name","Genus","spL.name","spS.name","species.pair","Female.pref","trait.type","trait","Mn.spL","SD.spL","SE.spL","Mn.hybLS","SD.hybLS","SE.hybLS","Mn.hybSL","SD.hybSL","SE.hybSL","Mn.spS","SD.spS","SE.spS","Parents.spLF.spL","Parents.spLM.spL","Parents.spLF.hybLS","Parents.spLM.hybSL","Parents.spSF.hybSL","Parents.spSM.hybLS","Parents.spSF.spS","Parents.spSM.spS","N.spL","N.hybLS","N.hybSL","N.spS","reps.spL","reps.hybLS","reps.hybSL","reps.spS","Bottleneck.spLF","Bottleneck.spLM","Bottleneck.spSF","Bottleneck.spSM","pheno.div.diff","pheno.div.ratio","reciprocal","distribution","source_distribution","taxa","souce_sex.determinaton","sex.determination","hetero.sex","divergence.cytb","divergence.COI","Survival.spL","Survival.hybLS","Survival.hybSL","Survival.spS","surv.relat.hybLS","surv.relat.hybSL","surv.File","surv.Source","surv.Study.name","comments","parentals","sq.divergence.COI","ES.ID","yi","vi","cross"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","ES",31.6666666666667,26.6666666666667,NA,60.7142857142857,12.9362644830535,NA,43.6666666666667,18.5711843695788,NA,59.4444444444444,25.434495871688,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,15,9,NA,NA,NA,NA,NA,NA,NA,NA,-0.610857661971687,0.302592377483481,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES010",0.670141110370335,0.209311100473386,"spL"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","ES",31.6666666666667,26.6666666666667,NA,31.6666666666667,9.42809041582063,NA,52.2727272727273,18.1363066756909,NA,44.1666666666667,25.3174292182722,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,11,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.613171125821289,-0.163158550406644,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES011",-0.460649287021438,0.367961777214141,"hybLS"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","ES",31.6666666666667,26.6666666666667,NA,31.6666666666667,9.42809041582063,NA,52.2727272727273,18.1363066756909,NA,44.1666666666667,25.3174292182722,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,11,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.613171125821289,-0.163158550406644,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES011",-0.507637204415947,0.149357685196667,"hybSL"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","ES",31.6666666666667,26.6666666666667,NA,31.6666666666667,9.42809041582063,NA,52.2727272727273,18.1363066756909,NA,44.1666666666667,25.3174292182722,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,11,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.613171125821289,-0.163158550406644,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES011",0.384627039374037,0.21488390710026,"spL"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","SH",4.15384615384615,12.6217151095916,NA,2.35714285714286,2.89968330431206,NA,9.21428571428571,5.3375833406484,NA,5.95454545454545,4.63903666260839,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14,14,11,NA,NA,NA,NA,NA,NA,NA,NA,-0.614791285882778,-0.120178051339683,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES012",0.44526097320674,0.251733431691953,"hybLS"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","SH",4.15384615384615,12.6217151095916,NA,2.35714285714286,2.89968330431206,NA,9.21428571428571,5.3375833406484,NA,5.95454545454545,4.63903666260839,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14,14,11,NA,NA,NA,NA,NA,NA,NA,NA,-0.614791285882778,-0.120178051339683,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES012",-0.307872402702054,0.167607845230952,"hybSL"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","SH",4.15384615384615,12.6217151095916,NA,2.35714285714286,2.89968330431206,NA,9.21428571428571,5.3375833406484,NA,5.95454545454545,4.63903666260839,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14,14,11,NA,NA,NA,NA,NA,NA,NA,NA,-0.614791285882778,-0.120178051339683,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES012",1.33103220384126,0.480287706323671,"spL"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","SH",4.15384615384615,12.6217151095916,NA,4.78571428571429,5.03457433905889,NA,7.91666666666667,5.52959210872637,NA,7.36666666666667,5.07937003968012,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,12,30,NA,NA,NA,NA,NA,NA,NA,NA,-0.614577452992746,0.213467418499451,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES013",0.488563720330492,0.274522808241318,"hybLS"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","SH",4.15384615384615,12.6217151095916,NA,4.78571428571429,5.03457433905889,NA,7.91666666666667,5.52959210872637,NA,7.36666666666667,5.07937003968012,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,12,30,NA,NA,NA,NA,NA,NA,NA,NA,-0.614577452992746,0.213467418499451,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES013",0.0411350513133489,0.119198852472174,"hybSL"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","SH",4.15384615384615,12.6217151095916,NA,4.78571428571429,5.03457433905889,NA,7.91666666666667,5.52959210872637,NA,7.36666666666667,5.07937003968012,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,12,30,NA,NA,NA,NA,NA,NA,NA,NA,-0.614577452992746,0.213467418499451,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES013",1.48592075744576,0.408198460052372,"spL"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","EH",63.0769230769231,66.4928701076133,NA,108.571428571429,102.738026264944,NA,194.285714285714,83.6416066760254,NA,200,120.332871651931,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14,14,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.594330146805574,1.12441240362112,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES014",0.435735546143701,0.194176334222871,"hybLS"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","EH",63.0769230769231,66.4928701076133,NA,108.571428571429,102.738026264944,NA,194.285714285714,83.6416066760254,NA,200,120.332871651931,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14,14,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.594330146805574,1.12441240362112,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES014",-0.351827229393053,0.143455477605824,"hybSL"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","EH",63.0769230769231,66.4928701076133,NA,108.571428571429,102.738026264944,NA,194.285714285714,83.6416066760254,NA,200,120.332871651931,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14,14,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.594330146805574,1.12441240362112,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES014",0.52523972071271,0.154495682769211,"spL"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","EH",63.0769230769231,66.4928701076133,NA,77.1428571428571,73.6234212955722,NA,223.076923076923,116.842077206446,NA,181.333333333333,123.281070007614,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,13,30,NA,NA,NA,NA,NA,NA,NA,NA,-0.597156778999998,0.970798145578758,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES015",0.405266250479811,0.24610118500338,"hybLS"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","EH",63.0769230769231,66.4928701076133,NA,77.1428571428571,73.6234212955722,NA,223.076923076923,116.842077206446,NA,181.333333333333,123.281070007614,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,13,30,NA,NA,NA,NA,NA,NA,NA,NA,-0.597156778999998,0.970798145578758,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES015",-0.236398027858929,0.0954180632208172,"hybSL"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","EH",63.0769230769231,66.4928701076133,NA,77.1428571428571,73.6234212955722,NA,223.076923076923,116.842077206446,NA,181.333333333333,123.281070007614,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,13,30,NA,NA,NA,NA,NA,NA,NA,NA,-0.597156778999998,0.970798145578758,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES015",0.441368451102675,0.0953884413567564,"spL"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","COH",2.5,3.90803368367358,NA,6.42857142857143,5.03508101387917,NA,7.85714285714286,6.97554035651046,NA,4.98,5.9337677743572,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,14,25,NA,NA,NA,NA,NA,NA,NA,NA,-0.614688421602796,0.395659829906841,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES016",-0.401924014711067,0.159901975418136,"hybLS"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","COH",2.5,3.90803368367358,NA,6.42857142857143,5.03508101387917,NA,7.85714285714286,6.97554035651046,NA,4.98,5.9337677743572,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,14,25,NA,NA,NA,NA,NA,NA,NA,NA,-0.614688421602796,0.395659829906841,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES016",-0.276614531184922,0.172382334565162,"hybSL"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","COH",2.5,3.90803368367358,NA,6.42857142857143,5.03508101387917,NA,7.85714285714286,6.97554035651046,NA,4.98,5.9337677743572,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,14,25,NA,NA,NA,NA,NA,NA,NA,NA,-0.614688421602796,0.395659829906841,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES016",0.30068079278479,0.349770855135501,"spL"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","COH",3.76666666666667,4.61109772421082,NA,10.1923076923077,8.60576385904431,NA,3.5,4.89897948556636,NA,4.98,5.9337677743572,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,8,25,NA,NA,NA,NA,NA,NA,NA,NA,-0.614880228787418,-0.24698332841634,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES017",-0.323597255008724,0.17412787749974,"hybLS"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","COH",3.76666666666667,4.61109772421082,NA,10.1923076923077,8.60576385904431,NA,3.5,4.89897948556636,NA,4.98,5.9337677743572,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,8,25,NA,NA,NA,NA,NA,NA,NA,NA,-0.614880228787418,-0.24698332841634,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES017",0.211629689463677,0.393948625417168,"hybSL"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","COH",3.76666666666667,4.61109772421082,NA,10.1923076923077,8.60576385904431,NA,3.5,4.89897948556636,NA,4.98,5.9337677743572,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,8,25,NA,NA,NA,NA,NA,NA,NA,NA,-0.614880228787418,-0.24698332841634,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES017",0.0234540603296822,0.144817790558737,"spL"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","COD",44.4,11.7575507653593,NA,58.2857142857143,17.9181813946002,NA,51.6,7.2,NA,60.4615384615385,13.8153503511653,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,10,13,NA,NA,NA,NA,NA,NA,NA,NA,-0.612631813717161,-0.200688355087434,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES018",0.29348088088025,0.0908949617198488,"hybLS"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","COD",44.4,11.7575507653593,NA,58.2857142857143,17.9181813946002,NA,51.6,7.2,NA,60.4615384615385,13.8153503511653,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,10,13,NA,NA,NA,NA,NA,NA,NA,NA,-0.612631813717161,-0.200688355087434,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES018",-0.47932464086293,0.103185482875994,"hybSL"
"s002","parallelus_localityA","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","COD",44.4,11.7575507653593,NA,58.2857142857143,17.9181813946002,NA,51.6,7.2,NA,60.4615384615385,13.8153503511653,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,10,13,NA,NA,NA,NA,NA,NA,NA,NA,-0.612631813717161,-0.200688355087434,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES018",0.230816633136719,0.184707764589394,"spL"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","COD",43.5,14.6201915172134,NA,55.0909090909091,11.9503103455673,NA,66,9.79795897113271,NA,60.4615384615385,13.8153503511653,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,3,13,NA,NA,NA,NA,NA,NA,NA,NA,-0.61249552966493,-0.168581993715982,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES019",-0.0436670148432662,0.0999605844312582,"hybLS"
"s002","parallelus_localityB","ButlinHewitt_BiolJLinnSoc.1988","Fig1","Butlin&Hewitt_1988","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus",NA,"sound","COD",43.5,14.6201915172134,NA,55.0909090909091,11.9503103455673,NA,66,9.79795897113271,NA,60.4615384615385,13.8153503511653,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,3,13,NA,NA,NA,NA,NA,NA,NA,NA,-0.61249552966493,-0.168581993715982,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES019",-0.222920196245486,0.303029118107308,"hybSL"
