"Study.ID","Study.name","Source","Cross.ID","Genus","spL.name","spS.name","species.pair","homologous","trait.type","trait","Mn.spL","SD.spL","SE.spL","Mn.hybLS","SD.hybLS","SE.hybLS","Mn.hybSL","SD.hybSL","SE.hybSL","Mn.spS","SD.spS","SE.spS","Parents.spLF.spL","Parents.spLM.spL","Parents.spLF.hybLS","Parents.spLM.hybSL","Parents.spSF.hybSL","Parents.spSM.hybLS","Parents.spSF.spS","Parents.spSM.spS","N.spL","N.hybLS","N.hybSL","N.spS","reps.spL","reps.hybLS","reps.hybSL","reps.spS","Pheno.divergence","Reciprocal","Distribution","Source_distribution","taxa","souce_sex.determinaton","sex.determination","Hetero.sex","Genet.divergence","Survival.spL","Survival.hybLS","Survival.hybSL","Survival.spS","surv.relat.hybLS","surv.relat.hybSL","surv.File","surv.Source","surv.Study.name","comments","parentals","ES.ID","lnCVR.es","lnCVR.sv","lnVR.es","lnVR.sv","cross"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","ES",31.6666666666667,26.6666666666667,NA,31.6666666666667,9.42809041582063,NA,52.2727272727273,18.1363066756909,NA,44.1666666666667,25.3174292182722,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,11,10,NA,NA,NA,NA,-0.172364334308747,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES011",-0.507637204415947,0.149357685196667,-0.339132793175134,0.105555555555556,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","ES",31.6666666666667,26.6666666666667,NA,31.6666666666667,9.42809041582063,NA,52.2727272727273,18.1363066756909,NA,44.1666666666667,25.3174292182722,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,11,10,NA,NA,NA,NA,-0.172364334308747,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES011",0.384627039374037,0.21488390710026,0.0519212855483013,0.111111111111111,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","SH",4.15384615384615,12.6217151095916,NA,2.35714285714286,2.89968330431206,NA,9.21428571428571,5.3375833406484,NA,5.95454545454545,4.63903666260839,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14,14,11,NA,NA,NA,NA,-0.130138747326463,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES012",0.44526097320674,0.251733431691953,-0.481443664784872,0.0884615384615385,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","SH",4.15384615384615,12.6217151095916,NA,2.35714285714286,2.89968330431206,NA,9.21428571428571,5.3375833406484,NA,5.95454545454545,4.63903666260839,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14,14,11,NA,NA,NA,NA,-0.130138747326463,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES012",-0.307872402702054,0.167607845230952,0.128727802201524,0.0884615384615385,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","SH",4.15384615384615,12.6217151095916,NA,2.35714285714286,2.89968330431206,NA,9.21428571428571,5.3375833406484,NA,5.95454545454545,4.63903666260839,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14,14,11,NA,NA,NA,NA,-0.130138747326463,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES012",1.33103220384126,0.480287706323671,0.970912023101166,0.07,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","SH",4.15384615384615,12.6217151095916,NA,4.78571428571429,5.03457433905889,NA,7.91666666666667,5.52959210872637,NA,7.36666666666667,5.07937003968012,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,12,30,NA,NA,NA,NA,0.197646553304612,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES013",0.488563720330492,0.274522808241318,0.0572336902506021,0.100574712643678,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","SH",4.15384615384615,12.6217151095916,NA,4.78571428571429,5.03457433905889,NA,7.91666666666667,5.52959210872637,NA,7.36666666666667,5.07937003968012,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,12,30,NA,NA,NA,NA,0.197646553304612,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES013",0.0411350513133489,0.119198852472174,0.113139973270292,0.0626959247648903,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","SH",4.15384615384615,12.6217151095916,NA,4.78571428571429,5.03457433905889,NA,7.91666666666667,5.52959210872637,NA,7.36666666666667,5.07937003968012,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,12,30,NA,NA,NA,NA,0.197646553304612,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES013",1.48592075744576,0.408198460052372,0.912990126692894,0.0372413793103448,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EH",63.0769230769231,66.4928701076133,NA,108.571428571429,102.738026264944,NA,194.285714285714,83.6416066760254,NA,200,120.332871651931,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14,14,10,NA,NA,NA,NA,1.09259164562204,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES014",0.435735546143701,0.194176334222871,-0.175173536179268,0.094017094017094,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EH",63.0769230769231,66.4928701076133,NA,108.571428571429,102.738026264944,NA,194.285714285714,83.6416066760254,NA,200,120.332871651931,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14,14,10,NA,NA,NA,NA,1.09259164562204,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES014",-0.351827229393053,0.143455477605824,-0.380814766266307,0.094017094017094,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EH",63.0769230769231,66.4928701076133,NA,108.571428571429,102.738026264944,NA,194.285714285714,83.6416066760254,NA,200,120.332871651931,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14,14,10,NA,NA,NA,NA,1.09259164562204,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES014",0.52523972071271,0.154495682769211,-0.628722663038564,0.0755555555555556,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EH",63.0769230769231,66.4928701076133,NA,77.1428571428571,73.6234212955722,NA,223.076923076923,116.842077206446,NA,181.333333333333,123.281070007614,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,13,30,NA,NA,NA,NA,0.941675477697112,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES015",0.405266250479811,0.24610118500338,-0.449411717205014,0.100574712643678,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EH",63.0769230769231,66.4928701076133,NA,77.1428571428571,73.6234212955722,NA,223.076923076923,116.842077206446,NA,181.333333333333,123.281070007614,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,13,30,NA,NA,NA,NA,0.941675477697112,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES015",-0.236398027858929,0.0954180632208172,-0.0292183275337318,0.0589080459770115,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EH",63.0769230769231,66.4928701076133,NA,77.1428571428571,73.6234212955722,NA,223.076923076923,116.842077206446,NA,181.333333333333,123.281070007614,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,7,13,30,NA,NA,NA,NA,0.941675477697112,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES015",0.441368451102675,0.0953884413567564,-0.614613524288394,0.0372413793103448,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","COH",2.5,3.90803368367358,NA,6.42857142857143,5.03508101387917,NA,7.85714285714286,6.97554035651046,NA,4.98,5.9337677743572,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,14,25,NA,NA,NA,NA,0.376638926180724,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES016",-0.401924014711067,0.159901975418136,-0.146601565032622,0.0592948717948718,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","COH",2.5,3.90803368367358,NA,6.42857142857143,5.03508101387917,NA,7.85714285714286,6.97554035651046,NA,4.98,5.9337677743572,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,14,25,NA,NA,NA,NA,0.376638926180724,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES016",-0.276614531184922,0.172382334565162,0.179378613955674,0.0592948717948718,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","COH",2.5,3.90803368367358,NA,6.42857142857143,5.03508101387917,NA,7.85714285714286,6.97554035651046,NA,4.98,5.9337677743572,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,14,25,NA,NA,NA,NA,0.376638926180724,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES016",0.30068079278479,0.349770855135501,-0.388458366377617,0.0708333333333333,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","COH",3.76666666666667,4.61109772421082,NA,10.1923076923077,8.60576385904431,NA,3.5,4.89897948556636,NA,4.98,5.9337677743572,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,8,25,NA,NA,NA,NA,-0.254716808848531,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES017",-0.323597255008724,0.17412787749974,0.392606141919455,0.0625,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","COH",3.76666666666667,4.61109772421082,NA,10.1923076923077,8.60576385904431,NA,3.5,4.89897948556636,NA,4.98,5.9337677743572,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,8,25,NA,NA,NA,NA,-0.254716808848531,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES017",0.211629689463677,0.393948625417168,-0.141037233077517,0.0922619047619048,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","COH",3.76666666666667,4.61109772421082,NA,10.1923076923077,8.60576385904431,NA,3.5,4.89897948556636,NA,4.98,5.9337677743572,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,8,25,NA,NA,NA,NA,-0.254716808848531,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES017",0.0234540603296822,0.144817790558737,-0.255785393656693,0.0380747126436782,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","COD",44.4,11.7575507653593,NA,58.2857142857143,17.9181813946002,NA,51.6,7.2,NA,60.4615384615385,13.8153503511653,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,10,13,NA,NA,NA,NA,-0.209234963230668,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES018",0.29348088088025,0.0908949617198488,0.256830471261428,0.0801282051282051,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","COD",44.4,11.7575507653593,NA,58.2857142857143,17.9181813946002,NA,51.6,7.2,NA,60.4615384615385,13.8153503511653,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,10,13,NA,NA,NA,NA,-0.209234963230668,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES018",-0.47932464086293,0.103185482875994,-0.637810403343083,0.0972222222222222,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","COD",44.4,11.7575507653593,NA,58.2857142857143,17.9181813946002,NA,51.6,7.2,NA,60.4615384615385,13.8153503511653,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,10,13,NA,NA,NA,NA,-0.209234963230668,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES018",0.230816633136719,0.184707764589394,-0.077951332392772,0.166666666666667,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","COD",43.5,14.6201915172134,NA,55.0909090909091,11.9503103455673,NA,66,9.79795897113271,NA,60.4615384615385,13.8153503511653,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,3,13,NA,NA,NA,NA,-0.177692519931841,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES019",-0.0436670148432662,0.0999605844312582,-0.136689736539993,0.0916666666666667,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","COD",43.5,14.6201915172134,NA,55.0909090909091,11.9503103455673,NA,66,9.79795897113271,NA,60.4615384615385,13.8153503511653,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,3,13,NA,NA,NA,NA,-0.177692519931841,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES019",-0.222920196245486,0.303029118107308,-0.135272889186731,0.291666666666667,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityB","Chorthippus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","COD",43.5,14.6201915172134,NA,55.0909090909091,11.9503103455673,NA,66,9.79795897113271,NA,60.4615384615385,13.8153503511653,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,3,13,NA,NA,NA,NA,-0.177692519931841,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES019",0.377536399194148,0.086076309838696,0.0482899023211163,0.075,"spL"
"s002","Butlin&Hewitt_1988","Fig1","parallelus_localityA","Chorthippus","Chorthippus_parallelus_erythropus","Chorthippus_parallelus_parallelus","Chorthippus_parallelus_erythropus_Chorthippus_parallelus_parallelus","Yes","sound","EL",3.04,0.498397431775085,NA,3.18571428571429,0.451753951452626,NA,2.80769230769231,0.426905751554204,NA,2.225,0.263391343821319,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,13,8,NA,NA,NA,NA,-0.204101810576921,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES020",0.192481899011682,0.159386290491888,0.551401512804239,0.154761904761905,"spL"
